"icd_10_pcs","valid_flag","short_description","long_description"
"0QC44ZZ",1,"Extirpation of Matter from R Acetabulum, Perc Endo Approach","Extirpation of Matter from Right Acetabulum, Percutaneous Endoscopic Approach"
"0QC50ZZ",1,"Extirpation of Matter from Left Acetabulum, Open Approach","Extirpation of Matter from Left Acetabulum, Open Approach"
"0QC53ZZ",1,"Extirpation of Matter from Left Acetabulum, Perc Approach","Extirpation of Matter from Left Acetabulum, Percutaneous Approach"
"0QC54ZZ",1,"Extirpation of Matter from L Acetabulum, Perc Endo Approach","Extirpation of Matter from Left Acetabulum, Percutaneous Endoscopic Approach"
"0QC60ZZ",1,"Extirpation of Matter from Right Upper Femur, Open Approach","Extirpation of Matter from Right Upper Femur, Open Approach"
"0QC63ZZ",1,"Extirpation of Matter from Right Upper Femur, Perc Approach","Extirpation of Matter from Right Upper Femur, Percutaneous Approach"
"0QC64ZZ",1,"Extirpation of Matter from R Up Femur, Perc Endo Approach","Extirpation of Matter from Right Upper Femur, Percutaneous Endoscopic Approach"
"0QC70ZZ",1,"Extirpation of Matter from Left Upper Femur, Open Approach","Extirpation of Matter from Left Upper Femur, Open Approach"
"0QC73ZZ",1,"Extirpation of Matter from Left Upper Femur, Perc Approach","Extirpation of Matter from Left Upper Femur, Percutaneous Approach"
"0QC74ZZ",1,"Extirpation of Matter from L Up Femur, Perc Endo Approach","Extirpation of Matter from Left Upper Femur, Percutaneous Endoscopic Approach"
"0QC80ZZ",1,"Extirpation of Matter from R Femur Shaft, Open Approach","Extirpation of Matter from Right Femoral Shaft, Open Approach"
"0QC83ZZ",1,"Extirpation of Matter from R Femur Shaft, Perc Approach","Extirpation of Matter from Right Femoral Shaft, Percutaneous Approach"
"0QC84ZZ",1,"Extirpation of Matter from R Femur Shaft, Perc Endo Approach","Extirpation of Matter from Right Femoral Shaft, Percutaneous Endoscopic Approach"
"0QC90ZZ",1,"Extirpation of Matter from Left Femoral Shaft, Open Approach","Extirpation of Matter from Left Femoral Shaft, Open Approach"
"0QC93ZZ",1,"Extirpation of Matter from Left Femoral Shaft, Perc Approach","Extirpation of Matter from Left Femoral Shaft, Percutaneous Approach"
"0QC94ZZ",1,"Extirpation of Matter from L Femur Shaft, Perc Endo Approach","Extirpation of Matter from Left Femoral Shaft, Percutaneous Endoscopic Approach"
"0QCB0ZZ",1,"Extirpation of Matter from Right Lower Femur, Open Approach","Extirpation of Matter from Right Lower Femur, Open Approach"
"0QCB3ZZ",1,"Extirpation of Matter from Right Lower Femur, Perc Approach","Extirpation of Matter from Right Lower Femur, Percutaneous Approach"
"0QCB4ZZ",1,"Extirpation of Matter from R Low Femur, Perc Endo Approach","Extirpation of Matter from Right Lower Femur, Percutaneous Endoscopic Approach"
"0QCC0ZZ",1,"Extirpation of Matter from Left Lower Femur, Open Approach","Extirpation of Matter from Left Lower Femur, Open Approach"
"0QCC3ZZ",1,"Extirpation of Matter from Left Lower Femur, Perc Approach","Extirpation of Matter from Left Lower Femur, Percutaneous Approach"
"0QCC4ZZ",1,"Extirpation of Matter from L Low Femur, Perc Endo Approach","Extirpation of Matter from Left Lower Femur, Percutaneous Endoscopic Approach"
"0QCD0ZZ",1,"Extirpation of Matter from Right Patella, Open Approach","Extirpation of Matter from Right Patella, Open Approach"
"0QCD3ZZ",1,"Extirpation of Matter from Right Patella, Perc Approach","Extirpation of Matter from Right Patella, Percutaneous Approach"
"0QCD4ZZ",1,"Extirpation of Matter from Right Patella, Perc Endo Approach","Extirpation of Matter from Right Patella, Percutaneous Endoscopic Approach"
"0QCF0ZZ",1,"Extirpation of Matter from Left Patella, Open Approach","Extirpation of Matter from Left Patella, Open Approach"
"0QCF3ZZ",1,"Extirpation of Matter from Left Patella, Perc Approach","Extirpation of Matter from Left Patella, Percutaneous Approach"
"0QCF4ZZ",1,"Extirpation of Matter from Left Patella, Perc Endo Approach","Extirpation of Matter from Left Patella, Percutaneous Endoscopic Approach"
"0QCG0ZZ",1,"Extirpation of Matter from Right Tibia, Open Approach","Extirpation of Matter from Right Tibia, Open Approach"
"0QCG3ZZ",1,"Extirpation of Matter from Right Tibia, Perc Approach","Extirpation of Matter from Right Tibia, Percutaneous Approach"
"0QCG4ZZ",1,"Extirpation of Matter from Right Tibia, Perc Endo Approach","Extirpation of Matter from Right Tibia, Percutaneous Endoscopic Approach"
"0QCH0ZZ",1,"Extirpation of Matter from Left Tibia, Open Approach","Extirpation of Matter from Left Tibia, Open Approach"
"0QCH3ZZ",1,"Extirpation of Matter from Left Tibia, Percutaneous Approach","Extirpation of Matter from Left Tibia, Percutaneous Approach"
"0QCH4ZZ",1,"Extirpation of Matter from Left Tibia, Perc Endo Approach","Extirpation of Matter from Left Tibia, Percutaneous Endoscopic Approach"
"0QCJ0ZZ",1,"Extirpation of Matter from Right Fibula, Open Approach","Extirpation of Matter from Right Fibula, Open Approach"
"0QCJ3ZZ",1,"Extirpation of Matter from Right Fibula, Perc Approach","Extirpation of Matter from Right Fibula, Percutaneous Approach"
"0QCJ4ZZ",1,"Extirpation of Matter from Right Fibula, Perc Endo Approach","Extirpation of Matter from Right Fibula, Percutaneous Endoscopic Approach"
"0QCK0ZZ",1,"Extirpation of Matter from Left Fibula, Open Approach","Extirpation of Matter from Left Fibula, Open Approach"
"0QCK3ZZ",1,"Extirpation of Matter from Left Fibula, Perc Approach","Extirpation of Matter from Left Fibula, Percutaneous Approach"
"0QCK4ZZ",1,"Extirpation of Matter from Left Fibula, Perc Endo Approach","Extirpation of Matter from Left Fibula, Percutaneous Endoscopic Approach"
"0QCL0ZZ",1,"Extirpation of Matter from Right Tarsal, Open Approach","Extirpation of Matter from Right Tarsal, Open Approach"
"0QCL3ZZ",1,"Extirpation of Matter from Right Tarsal, Perc Approach","Extirpation of Matter from Right Tarsal, Percutaneous Approach"
"0QCL4ZZ",1,"Extirpation of Matter from Right Tarsal, Perc Endo Approach","Extirpation of Matter from Right Tarsal, Percutaneous Endoscopic Approach"
"0QCM0ZZ",1,"Extirpation of Matter from Left Tarsal, Open Approach","Extirpation of Matter from Left Tarsal, Open Approach"
"0QCM3ZZ",1,"Extirpation of Matter from Left Tarsal, Perc Approach","Extirpation of Matter from Left Tarsal, Percutaneous Approach"
"0QCM4ZZ",1,"Extirpation of Matter from Left Tarsal, Perc Endo Approach","Extirpation of Matter from Left Tarsal, Percutaneous Endoscopic Approach"
"0QCN0ZZ",1,"Extirpation of Matter from Right Metatarsal, Open Approach","Extirpation of Matter from Right Metatarsal, Open Approach"
"0QCN3ZZ",1,"Extirpation of Matter from Right Metatarsal, Perc Approach","Extirpation of Matter from Right Metatarsal, Percutaneous Approach"
"0QCN4ZZ",1,"Extirpation of Matter from R Metatarsal, Perc Endo Approach","Extirpation of Matter from Right Metatarsal, Percutaneous Endoscopic Approach"
"0QCP0ZZ",1,"Extirpation of Matter from Left Metatarsal, Open Approach","Extirpation of Matter from Left Metatarsal, Open Approach"
"0QCP3ZZ",1,"Extirpation of Matter from Left Metatarsal, Perc Approach","Extirpation of Matter from Left Metatarsal, Percutaneous Approach"
"0QCP4ZZ",1,"Extirpation of Matter from L Metatarsal, Perc Endo Approach","Extirpation of Matter from Left Metatarsal, Percutaneous Endoscopic Approach"
"0QCQ0ZZ",1,"Extirpation of Matter from Right Toe Phalanx, Open Approach","Extirpation of Matter from Right Toe Phalanx, Open Approach"
"0QCQ3ZZ",1,"Extirpation of Matter from Right Toe Phalanx, Perc Approach","Extirpation of Matter from Right Toe Phalanx, Percutaneous Approach"
"0QCQ4ZZ",1,"Extirpation of Matter from R Toe Phalanx, Perc Endo Approach","Extirpation of Matter from Right Toe Phalanx, Percutaneous Endoscopic Approach"
"0QCR0ZZ",1,"Extirpation of Matter from Left Toe Phalanx, Open Approach","Extirpation of Matter from Left Toe Phalanx, Open Approach"
"0QCR3ZZ",1,"Extirpation of Matter from Left Toe Phalanx, Perc Approach","Extirpation of Matter from Left Toe Phalanx, Percutaneous Approach"
"0QCR4ZZ",1,"Extirpation of Matter from L Toe Phalanx, Perc Endo Approach","Extirpation of Matter from Left Toe Phalanx, Percutaneous Endoscopic Approach"
"0QCS0ZZ",1,"Extirpation of Matter from Coccyx, Open Approach","Extirpation of Matter from Coccyx, Open Approach"
"0QCS3ZZ",1,"Extirpation of Matter from Coccyx, Percutaneous Approach","Extirpation of Matter from Coccyx, Percutaneous Approach"
"0QCS4ZZ",1,"Extirpation of Matter from Coccyx, Perc Endo Approach","Extirpation of Matter from Coccyx, Percutaneous Endoscopic Approach"
"0QD",0,"Lower Bones, Extraction","Lower Bones, Extraction"
"0QD00ZZ",1,"Extraction of Lumbar Vertebra, Open Approach","Extraction of Lumbar Vertebra, Open Approach"
"0QD10ZZ",1,"Extraction of Sacrum, Open Approach","Extraction of Sacrum, Open Approach"
"0QD20ZZ",1,"Extraction of Right Pelvic Bone, Open Approach","Extraction of Right Pelvic Bone, Open Approach"
"0QD30ZZ",1,"Extraction of Left Pelvic Bone, Open Approach","Extraction of Left Pelvic Bone, Open Approach"
"0QD40ZZ",1,"Extraction of Right Acetabulum, Open Approach","Extraction of Right Acetabulum, Open Approach"
"0QD50ZZ",1,"Extraction of Left Acetabulum, Open Approach","Extraction of Left Acetabulum, Open Approach"
"0QD60ZZ",1,"Extraction of Right Upper Femur, Open Approach","Extraction of Right Upper Femur, Open Approach"
"0QD70ZZ",1,"Extraction of Left Upper Femur, Open Approach","Extraction of Left Upper Femur, Open Approach"
"0QD80ZZ",1,"Extraction of Right Femoral Shaft, Open Approach","Extraction of Right Femoral Shaft, Open Approach"
"0QD90ZZ",1,"Extraction of Left Femoral Shaft, Open Approach","Extraction of Left Femoral Shaft, Open Approach"
"0QDB0ZZ",1,"Extraction of Right Lower Femur, Open Approach","Extraction of Right Lower Femur, Open Approach"
"0QDC0ZZ",1,"Extraction of Left Lower Femur, Open Approach","Extraction of Left Lower Femur, Open Approach"
"0QDD0ZZ",1,"Extraction of Right Patella, Open Approach","Extraction of Right Patella, Open Approach"
"0QDF0ZZ",1,"Extraction of Left Patella, Open Approach","Extraction of Left Patella, Open Approach"
"0QDG0ZZ",1,"Extraction of Right Tibia, Open Approach","Extraction of Right Tibia, Open Approach"
"0QDH0ZZ",1,"Extraction of Left Tibia, Open Approach","Extraction of Left Tibia, Open Approach"
"0QDJ0ZZ",1,"Extraction of Right Fibula, Open Approach","Extraction of Right Fibula, Open Approach"
"0QDK0ZZ",1,"Extraction of Left Fibula, Open Approach","Extraction of Left Fibula, Open Approach"
"0QDL0ZZ",1,"Extraction of Right Tarsal, Open Approach","Extraction of Right Tarsal, Open Approach"
"0QDM0ZZ",1,"Extraction of Left Tarsal, Open Approach","Extraction of Left Tarsal, Open Approach"
"0QDN0ZZ",1,"Extraction of Right Metatarsal, Open Approach","Extraction of Right Metatarsal, Open Approach"
"0QDP0ZZ",1,"Extraction of Left Metatarsal, Open Approach","Extraction of Left Metatarsal, Open Approach"
"0QDQ0ZZ",1,"Extraction of Right Toe Phalanx, Open Approach","Extraction of Right Toe Phalanx, Open Approach"
"0QDR0ZZ",1,"Extraction of Left Toe Phalanx, Open Approach","Extraction of Left Toe Phalanx, Open Approach"
"0QDS0ZZ",1,"Extraction of Coccyx, Open Approach","Extraction of Coccyx, Open Approach"
"0QH",0,"Lower Bones, Insertion","Lower Bones, Insertion"
"0QH004Z",1,"Insertion of Int Fix into Lum Vertebra, Open Approach","Insertion of Internal Fixation Device into Lumbar Vertebra, Open Approach"
"0QH005Z",1,"Insertion of Ext Fix into Lum Vertebra, Open Approach","Insertion of External Fixation Device into Lumbar Vertebra, Open Approach"
"0QH034Z",1,"Insertion of Int Fix into Lum Vertebra, Perc Approach","Insertion of Internal Fixation Device into Lumbar Vertebra, Percutaneous Approach"
"0QH035Z",1,"Insertion of Ext Fix into Lum Vertebra, Perc Approach","Insertion of External Fixation Device into Lumbar Vertebra, Percutaneous Approach"
"0QH044Z",1,"Insertion of Int Fix into Lum Vertebra, Perc Endo Approach","Insertion of Internal Fixation Device into Lumbar Vertebra, Percutaneous Endoscopic Approach"
"0QH045Z",1,"Insertion of Ext Fix into Lum Vertebra, Perc Endo Approach","Insertion of External Fixation Device into Lumbar Vertebra, Percutaneous Endoscopic Approach"
"0QH104Z",1,"Insertion of Int Fix into Sacrum, Open Approach","Insertion of Internal Fixation Device into Sacrum, Open Approach"
"0QH105Z",1,"Insertion of Ext Fix into Sacrum, Open Approach","Insertion of External Fixation Device into Sacrum, Open Approach"
"0QH134Z",1,"Insertion of Int Fix into Sacrum, Perc Approach","Insertion of Internal Fixation Device into Sacrum, Percutaneous Approach"
"0QH135Z",1,"Insertion of Ext Fix into Sacrum, Perc Approach","Insertion of External Fixation Device into Sacrum, Percutaneous Approach"
"0QH144Z",1,"Insertion of Int Fix into Sacrum, Perc Endo Approach","Insertion of Internal Fixation Device into Sacrum, Percutaneous Endoscopic Approach"
"0QH145Z",1,"Insertion of Ext Fix into Sacrum, Perc Endo Approach","Insertion of External Fixation Device into Sacrum, Percutaneous Endoscopic Approach"
"0QH204Z",1,"Insertion of Int Fix into R Pelvic Bone, Open Approach","Insertion of Internal Fixation Device into Right Pelvic Bone, Open Approach"
"0QH205Z",1,"Insertion of Ext Fix into R Pelvic Bone, Open Approach","Insertion of External Fixation Device into Right Pelvic Bone, Open Approach"
"0QH234Z",1,"Insertion of Int Fix into R Pelvic Bone, Perc Approach","Insertion of Internal Fixation Device into Right Pelvic Bone, Percutaneous Approach"
"0QH235Z",1,"Insertion of Ext Fix into R Pelvic Bone, Perc Approach","Insertion of External Fixation Device into Right Pelvic Bone, Percutaneous Approach"
"0QH244Z",1,"Insertion of Int Fix into R Pelvic Bone, Perc Endo Approach","Insertion of Internal Fixation Device into Right Pelvic Bone, Percutaneous Endoscopic Approach"
"0QH245Z",1,"Insertion of Ext Fix into R Pelvic Bone, Perc Endo Approach","Insertion of External Fixation Device into Right Pelvic Bone, Percutaneous Endoscopic Approach"
"0QH304Z",1,"Insertion of Int Fix into L Pelvic Bone, Open Approach","Insertion of Internal Fixation Device into Left Pelvic Bone, Open Approach"
"0QH305Z",1,"Insertion of Ext Fix into L Pelvic Bone, Open Approach","Insertion of External Fixation Device into Left Pelvic Bone, Open Approach"
"0QH334Z",1,"Insertion of Int Fix into L Pelvic Bone, Perc Approach","Insertion of Internal Fixation Device into Left Pelvic Bone, Percutaneous Approach"
"0QH335Z",1,"Insertion of Ext Fix into L Pelvic Bone, Perc Approach","Insertion of External Fixation Device into Left Pelvic Bone, Percutaneous Approach"
"0QH344Z",1,"Insertion of Int Fix into L Pelvic Bone, Perc Endo Approach","Insertion of Internal Fixation Device into Left Pelvic Bone, Percutaneous Endoscopic Approach"
"0QH345Z",1,"Insertion of Ext Fix into L Pelvic Bone, Perc Endo Approach","Insertion of External Fixation Device into Left Pelvic Bone, Percutaneous Endoscopic Approach"
"0QH404Z",1,"Insertion of Int Fix into R Acetabulum, Open Approach","Insertion of Internal Fixation Device into Right Acetabulum, Open Approach"
"0QH405Z",1,"Insertion of Ext Fix into R Acetabulum, Open Approach","Insertion of External Fixation Device into Right Acetabulum, Open Approach"
"0QH434Z",1,"Insertion of Int Fix into R Acetabulum, Perc Approach","Insertion of Internal Fixation Device into Right Acetabulum, Percutaneous Approach"
"0QH435Z",1,"Insertion of Ext Fix into R Acetabulum, Perc Approach","Insertion of External Fixation Device into Right Acetabulum, Percutaneous Approach"
"0QH444Z",1,"Insertion of Int Fix into R Acetabulum, Perc Endo Approach","Insertion of Internal Fixation Device into Right Acetabulum, Percutaneous Endoscopic Approach"
"0QH445Z",1,"Insertion of Ext Fix into R Acetabulum, Perc Endo Approach","Insertion of External Fixation Device into Right Acetabulum, Percutaneous Endoscopic Approach"
"0QH504Z",1,"Insertion of Int Fix into L Acetabulum, Open Approach","Insertion of Internal Fixation Device into Left Acetabulum, Open Approach"
"0QH505Z",1,"Insertion of Ext Fix into L Acetabulum, Open Approach","Insertion of External Fixation Device into Left Acetabulum, Open Approach"
"0QH534Z",1,"Insertion of Int Fix into L Acetabulum, Perc Approach","Insertion of Internal Fixation Device into Left Acetabulum, Percutaneous Approach"
"0QH535Z",1,"Insertion of Ext Fix into L Acetabulum, Perc Approach","Insertion of External Fixation Device into Left Acetabulum, Percutaneous Approach"
"0QH544Z",1,"Insertion of Int Fix into L Acetabulum, Perc Endo Approach","Insertion of Internal Fixation Device into Left Acetabulum, Percutaneous Endoscopic Approach"
"0QH545Z",1,"Insertion of Ext Fix into L Acetabulum, Perc Endo Approach","Insertion of External Fixation Device into Left Acetabulum, Percutaneous Endoscopic Approach"
"0QH604Z",1,"Insertion of Int Fix into R Up Femur, Open Approach","Insertion of Internal Fixation Device into Right Upper Femur, Open Approach"
"0QH605Z",1,"Insertion of Ext Fix into R Up Femur, Open Approach","Insertion of External Fixation Device into Right Upper Femur, Open Approach"
"0QH606Z",1,"Insertion of Intramed Fix into R Up Femur, Open Approach","Insertion of Intramedullary Internal Fixation Device into Right Upper Femur, Open Approach"
"0QH608Z",1,"Insertion of Limb Length Dev into R Up Femur, Open Approach","Insertion of Limb Lengthening External Fixation Device into Right Upper Femur, Open Approach"
"0QH60BZ",1,"Insertion of Monopln Ext Fix into R Up Femur, Open Approach","Insertion of Monoplanar External Fixation Device into Right Upper Femur, Open Approach"
"0QH60CZ",1,"Insertion of Ring Ext Fix into R Up Femur, Open Approach","Insertion of Ring External Fixation Device into Right Upper Femur, Open Approach"
"0QH60DZ",1,"Insertion of Hybrid Ext Fix into R Up Femur, Open Approach","Insertion of Hybrid External Fixation Device into Right Upper Femur, Open Approach"
"0QH634Z",1,"Insertion of Int Fix into R Up Femur, Perc Approach","Insertion of Internal Fixation Device into Right Upper Femur, Percutaneous Approach"
"0QH635Z",1,"Insertion of Ext Fix into R Up Femur, Perc Approach","Insertion of External Fixation Device into Right Upper Femur, Percutaneous Approach"
"0QH636Z",1,"Insertion of Intramed Fix into R Up Femur, Perc Approach","Insertion of Intramedullary Internal Fixation Device into Right Upper Femur, Percutaneous Approach"
"0QH638Z",1,"Insertion of Limb Length Dev into R Up Femur, Perc Approach","Insertion of Limb Lengthening External Fixation Device into Right Upper Femur, Percutaneous Approach"
"0QH63BZ",1,"Insertion of Monopln Ext Fix into R Up Femur, Perc Approach","Insertion of Monoplanar External Fixation Device into Right Upper Femur, Percutaneous Approach"
